id,chain,sapiens_score
774,H,0.7793828854839124
775,H,0.8406213440311452
776,H,0.7987150422810951
783,H,0.7038508901287887
785,H,0.7580098245977924
786,H,0.8245576268003263
787,H,0.6334717712971732
791,H,0.8140645587492534
793,H,0.8216899020012172
794,H,0.7624213442997267
798,H,0.789874474083091
802,H,0.790112820900361
803,H,0.8173244570503416
804,H,0.8126736911047899
806,H,0.8130788134855663
807,H,0.8567475855282141
810,H,0.7900630093114287
816,H,0.7512715226114397
817,H,0.8292947925352068
819,H,0.8305387164550748
820,H,0.7774816077754593
821,H,0.8017395570308768
822,H,0.7848612021282315
823,H,0.7496758350676347
824,H,0.8326369342458255
827,H,0.7738171374548297
829,H,0.7661257632653273
831,H,0.7754063745063448
836,H,0.8137411100967299
837,H,0.7801866717678918
838,H,0.830892022751557
839,H,0.7981766301181612
842,H,0.7650962983002412
844,H,0.7723024568394206
847,H,0.8067681699475834
849,H,0.8126199935101519
850,H,0.7985519772564823
851,H,0.8342125789079416
852,H,0.8290565345266189
853,H,0.7933963713862837
856,H,0.7333923275582492
858,H,0.7882921260406345
859,H,0.8361260868798666
860,H,0.8349499363340093
862,H,0.7546297185162134
863,H,0.7865625303353138
864,H,0.8240415607824138
866,H,0.7618390462524457
867,H,0.8138764764085449
872,H,0.7286733449693051
875,H,0.7491634038039747
876,H,0.778781774633933
881,H,0.7960449838247455
883,H,0.7698513294400816
888,H,0.7953184240614064
890,H,0.7895841235294938
891,H,0.8323590527559874
894,H,0.7492997313865686
895,H,0.8401076815716151
898,H,0.8203914418179346
901,H,0.7309333233583092
903,H,0.839555338060572
904,H,0.771583258907996
907,H,0.8198280223962003
908,H,0.7681845820310419
917,H,0.7959391593911939
919,H,0.7627813680390376
920,H,0.8188056505082555
923,H,0.759920463954509
924,H,0.8285327459244789
925,H,0.7807026650774681
930,H,0.7801133503171438
934,H,0.7889980209534461
935,H,0.7919382703415042
936,H,0.828222563541537
937,H,0.7579038878301939
939,H,0.8176028964463277
940,H,0.7532281975597143
942,H,0.7940756856210852
943,H,0.7543766700188056
946,H,0.8215522273904948
948,H,0.8208307489761314
950,H,0.8311509553131393
951,H,0.7685707396801527
955,H,0.7916190695470059
956,H,0.7386305580465969
957,H,0.8067741961939981
958,H,0.6896669289185887
959,H,0.7114100889395922
960,H,0.792652550284263
962,H,0.8169933007569006
963,H,0.7836157267601317
965,H,0.7857980269938707
966,H,0.8320906120620305
967,H,0.8312098209471018
968,H,0.8074015326960303
969,H,0.7391689088707026
972,H,0.8011333376108466
973,H,0.7685905191307522
974,H,0.7729905520012286
975,H,0.7942991036634509
976,H,0.7126605562413129
977,H,0.7899684132838791
980,H,0.804369120648444
981,H,0.8103585232778088
982,H,0.8335203020833433
985,H,0.7970795201836154
987,H,0.8412310777049268
988,H,0.7691058069643266
991,H,0.6733651608489802
993,H,0.8173534639112251
994,H,0.7863922814483799
996,H,0.7811863800343417
998,H,0.8335208866112637
999,H,0.7983041605998382
1000,H,0.8006229462927945
1002,H,0.8166882217514748
1004,H,0.7816669717474999
1008,H,0.830626132244398
1011,H,0.7950056324534501
1017,H,0.8205765909896316
1018,H,0.781007613741857
1019,H,0.8321668284026802
1023,H,0.7645552580089618
1024,H,0.7335801529223789
1029,H,0.8335628717664383
1030,H,0.7859341697849794
1034,H,0.8083015501610348
1035,H,0.7693359013745918
1036,H,0.7822498132090754
1039,H,0.8306949584753657
1043,H,0.827647811979196
1044,H,0.8320747757031811
1045,H,0.8072257919854998
1046,H,0.8279031879820786
1048,H,0.8473946019708947
1049,H,0.816179843935764
1056,H,0.8129851250056209
1057,H,0.8177655634700979
1058,H,0.7840798264936261
1059,H,0.7795336185534997
1060,H,0.8177181368482045
1065,H,0.8261908377529695
1066,H,0.7784510118529268
1070,H,0.8053949141660622
1072,H,0.8262389956166062
1073,H,0.7445759906532984
1075,H,0.7473754214804137
1076,H,0.8017198420984141
1079,H,0.7937068194948003
1080,H,0.8212891428671573
1081,H,0.8003179414818684
1084,H,0.8395441372434949
1086,H,0.7241485054649058
1087,H,0.743632624104236
1089,H,0.8167651589413214
1091,H,0.6967105541118711
1092,H,0.8150937581804019
1095,H,0.7730771763125193
1098,H,0.8128953368620024
1099,H,0.8226965678206414
1101,H,0.7455521665188432
1105,H,0.8151887622079812
1106,H,0.8271812138661185
1108,H,0.8331224226609005
1109,H,0.8247194149713639
1110,H,0.7752813057769544
1111,H,0.7747945710450899
1114,H,0.8123574623697957
1119,H,0.7577219120742354
1120,H,0.7666541323252022
1121,H,0.809271231513453
1122,H,0.7555674402337326
1123,H,0.8134912916422975
1124,H,0.7845238946694215
1127,H,0.7996055477142202
1129,H,0.789287057413044
1130,H,0.7845700341403823
1131,H,0.8104090204723009
1134,H,0.7965866707229209
1136,H,0.7922193489822686
1137,H,0.7284888934211007
1139,H,0.8062867773995829
1141,H,0.8312547465490008
1142,H,0.8428129354556855
1144,H,0.7844108348427754
1145,H,0.7882126300728747
1148,H,0.7690639020522916
1151,H,0.7976887138184467
1152,H,0.8289090315376139
1153,H,0.821712827231669
1154,H,0.817243559661464
1155,H,0.7881795117359576
1156,H,0.82753255234302
1160,H,0.8212504187450858
1161,H,0.7776943871027066
1162,H,0.8462381126923025
1165,H,0.7697023238559875
1167,H,0.7754410829274329
1170,H,0.8129943171030153
1172,H,0.808463487444462
1173,H,0.7969526600801822
1174,H,0.7086921003017876
1175,H,0.7517204582860524
1176,H,0.805446227261727
1177,H,0.7393280507335178
1178,H,0.8354341908745363
1183,H,0.7808472900961836
1184,H,0.8028816966593121
1185,H,0.7539217583511186
1186,H,0.8331869039063652
1190,H,0.8281465444244189
1191,H,0.7949343354212342
1192,H,0.8233936012017532
1198,H,0.7711692169825194
1200,H,0.7718072783271989
1201,H,0.7354755186536741
1202,H,0.8060992167575948
1205,H,0.8059637403062914
1206,H,0.8264981773126563
1207,H,0.7610298485436418
1210,H,0.8364580764081674
1212,H,0.8170171844759816
1213,H,0.7638814220234316
1214,H,0.7438443022481395
1216,H,0.8446828737863127
1217,H,0.7645485533061079
1218,H,0.7307378010966389
1219,H,0.8088444222754858
1221,H,0.8279461511905281
1225,H,0.8069890361619871
1228,H,0.8106666644676946
1229,H,0.7858718122705954
1230,H,0.7636751892078701
1231,H,0.7124667083583424
1235,H,0.7455336380280159
1237,H,0.7784403873644935
1238,H,0.7354531855508685
1239,H,0.7820034650096719
1242,H,0.7566478760508092
1243,H,0.8030126410912415
1246,H,0.8169122221962815
1248,H,0.7977163856536025
1249,H,0.8058780136691258
1251,H,0.7892327641856602
1253,H,0.8304245411856179
1254,H,0.8328175504967062
1264,H,0.7759745346085201
1265,H,0.7736501248932017
1267,H,0.7848812373156108
1269,H,0.7475076021232248
1272,H,0.8253429954871535
1273,H,0.7771429702724245
1274,H,0.7744824906026393
1278,H,0.7033565815263352
1279,H,0.7579327365646379
1281,H,0.8481343159822116
1283,H,0.8152669611429287
1284,H,0.8037133285284249
1286,H,0.8459130939858204
1292,H,0.837524819356345
1293,H,0.8099278694727894
1297,H,0.7895042247981543
1299,H,0.7692864539363143
1301,H,0.779203176607487
1305,H,0.7619904469860637
1306,H,0.7640588846988976
1307,H,0.7841631570392145
1311,H,0.7900906639622042
1313,H,0.8322440586052835
1314,H,0.8033245719495442
1318,H,0.7987061222540397
1319,H,0.7914937478653564
1320,H,0.8341373888032282
1321,H,0.7318930987607349
1322,H,0.7491097597715756
1323,H,0.7867900435250766
1324,H,0.810747698445822
1325,H,0.7666857198820309
1330,H,0.8213564073462692
1333,H,0.8077940538297063
1336,H,0.7800533611105667
1337,H,0.8097424861812472
1339,H,0.7824306842107493
1340,H,0.7739477629540488
1341,H,0.7451827134593527
1344,H,0.7813812451147032
1346,H,0.8093436371501801
1347,H,0.8338980774685107
1349,H,0.7921017059922084
1351,H,0.7842727960870923
1352,H,0.8444351026684873
1356,H,0.8172147075981937
1357,H,0.8243447682720476
1362,H,0.7805912359543736
1364,H,0.8075672595915513
1365,H,0.8239142278113585
1367,H,0.7741288344606484
1368,H,0.8167259354484957
1370,H,0.7854484737068766
1371,H,0.8090070693437522
1376,H,0.7867484273694205
1378,H,0.7806407462711594
1381,H,0.7775237551134713
1382,H,0.6662320964645756
1388,H,0.8232625136852462
1389,H,0.7663751565536635
1390,H,0.782397361914837
1393,H,0.8358286873455036
1394,H,0.7546290067731645
1395,H,0.820181977138724
1396,H,0.7860858790831253
1397,H,0.7458661070779171
1399,H,0.8318432247605554
1401,H,0.7861072758487502
1405,H,0.7604020107393277
1407,H,0.8124315103379799
1408,H,0.7598728573303325
1410,H,0.7827887542178791
1411,H,0.8272604217199842
1412,H,0.8066516879392471
1414,H,0.8513564778036101
1415,H,0.8124778650795903
1416,H,0.8198964088912244
1417,H,0.8118819480529055
1419,H,0.8083273252737752
1420,H,0.7740453629754483
1422,H,0.8139834229779594
1423,H,0.780724890803629
1424,H,0.7573019275377091
1429,H,0.8354171337153967
1431,H,0.7940436285480412
1433,H,0.7771880743223138
1435,H,0.7962549614409605
1436,H,0.8164608011731582
1440,H,0.7303549878415652
1443,H,0.8366366538619535
1445,H,0.7860030847162043
1447,H,0.7731111878620497
1448,H,0.7311399850763693
1450,H,0.7172582255874725
1451,H,0.837101216520275
1452,H,0.7832632216949597
1454,H,0.8087485452563586
1455,H,0.8407677883504254
1456,H,0.7895923290067904
1457,H,0.8206431432088181
1461,H,0.7541470320615093
1463,H,0.8062809680605324
1464,H,0.8267324086375324
1469,H,0.8082836756703297
1470,H,0.8278668741986621
1471,H,0.8199393001131036
1472,H,0.766906022695841
1473,H,0.7973290380874747
1475,H,0.806835928487931
1476,H,0.8261302617759528
1478,H,0.8118776143573296
1479,H,0.7737448999175319
1481,H,0.8235346408560872
1484,H,0.7659366349983323
1485,H,0.7968696939340724
1486,H,0.7310153539458822
1487,H,0.7941368695981098
1489,H,0.8248715163344174
1490,H,0.8205405951902757
1493,H,0.8153045177459717
1495,H,0.7499904228748632
1499,H,0.8353702065278986
1501,H,0.8249236971422956
1504,H,0.7935224194876715
1505,H,0.7594342918466191
1506,H,0.7506497744602626
1509,H,0.7487254238713088
1513,H,0.7985229603860766
1515,H,0.8236171534733364
1516,H,0.7407523651123047
1518,H,0.71708880533115
1519,H,0.8269565154229646
1520,H,0.7954253393147762
1521,H,0.6396393084153533
1522,H,0.7430549433439477
1523,H,0.8286516593202492
1524,H,0.8178437924134019
1525,H,0.8457888716324565
1527,H,0.7917724152824477
1529,H,0.8131195524086555
1530,H,0.8283366980369795
1534,H,0.7696427025387935
1535,H,0.8177507964179053
1537,H,0.7749744718441064
1538,H,0.7815996644960765
1539,H,0.7432891817588825
1541,H,0.8004042679339508
1545,H,0.8214931777516795
1546,H,0.7575268115527427
1547,H,0.7891138971952553
1550,H,0.8283497003372758
1552,H,0.7123997749957265
1553,H,0.8188542922330315
1554,H,0.7743175659990428
1556,H,0.8217600917532331
1557,H,0.8062047320040496
1561,H,0.7498506106796481
1564,H,0.7393655422736298
1568,H,0.7325316796301021
1569,H,0.7939385663675652
1570,H,0.8325514873692199
1572,H,0.8440702909458463
1573,H,0.8399073393390465
1574,H,0.7842246513701631
1578,H,0.7487746870222812
1579,H,0.7912253109807862
1580,H,0.7059860719287266
1581,H,0.7088000426520732
1582,H,0.8097380107807878
1584,H,0.6936290052315567
1585,H,0.7774347997185859
1588,H,0.8289393331829665
1591,H,0.8371472638272853
1593,H,0.7056734888621856
1595,H,0.8079444323666394
1597,H,0.7739779583021703
1599,H,0.8385334198437302
1605,H,0.8255931501010699
1607,H,0.8065454780910934
1609,H,0.7743076584301889
1613,H,0.779641970526427
1617,H,0.7714701921975013
1618,H,0.82804575716439
1622,H,0.7353943373319232
1624,H,0.8106587000106547
1626,H,0.8213100121583197
1628,H,0.8022701334453554
1629,H,0.8198043438045446
1632,H,0.7689877874439671
1634,H,0.7930125414346487
1638,H,0.8358275464962464
1640,H,0.7722924452671712
1644,H,0.7002203525868204
1645,H,0.7664445283567058
1647,H,0.8365036663067128
1648,H,0.804677889123559
1651,H,0.7903338409575779
1653,H,0.7966290266184067
1654,H,0.8185901158689478
1663,H,0.7739048523621427
1664,H,0.8292999569359317
1665,H,0.7984616497547872
1668,H,0.8203376970745416
1670,H,0.7682874391001522
1672,H,0.8315859713884829
1673,H,0.7967255167323717
1675,H,0.7413564480163835
1676,H,0.8306624359714434
1678,H,0.7431009825369393
1679,H,0.7941525877088409
1680,H,0.8060276902617276
1681,H,0.7839733843882145
1683,H,0.8378694312458085
1684,H,0.7753680609257042
1689,H,0.8286837023022828
1692,H,0.8312199911194946
1695,H,0.8152310535046827
1696,H,0.8071267976753276
1697,H,0.7257971282815561
1699,H,0.793955263074687
1705,H,0.7932097897731832
1709,H,0.7224547197275787
1710,H,0.797937570941738
1711,H,0.7577488605582386
1712,H,0.7676190277605894
1713,H,0.827135747805107
1717,H,0.8433515426846238
1718,H,0.7507643741209152
1720,H,0.7795604750291502
1722,H,0.8047713569217844
1723,H,0.8263638387522882
1725,H,0.8085188771650758
1726,H,0.7499012049304041
1729,H,0.8028102010875097
1733,H,0.7443461681006565
1734,H,0.7900104418257686
1735,H,0.8321102606197907
1736,H,0.7473022915465249
1737,H,0.8234036554792583
1739,H,0.80095229580839
1740,H,0.8173792078264628
1745,H,0.8057855610336576
1746,H,0.8247692331061822
1747,H,0.8331995121732524
1750,H,0.8360498497215169
1751,H,0.7136794076749247
1753,H,0.7441789274265574
1757,H,0.8094079056266873
1758,H,0.7862683042706479
1760,H,0.7889125906140754
1763,H,0.7922705924693803
1768,H,0.7528919941112877
1769,H,0.8238938787977237
1770,H,0.8196854965493979
1772,H,0.8366436598856651
1773,H,0.7017447644294325
1774,H,0.7704668385784857
1777,H,0.8329357480061634
1778,H,0.7721418847271182
1780,H,0.8379651037245697
1781,H,0.7457289827131742
1782,H,0.800332076450246
1783,H,0.8279033420347348
1784,H,0.8357383755479185
1785,H,0.7713885495060049
1786,H,0.8524255117445829
1792,H,0.7081141343193227
1798,H,0.7621418567878459
1801,H,0.8061070245513249
1804,H,0.7366273960052477
1805,H,0.8274004602108549
1806,H,0.7691585292802456
1807,H,0.7830181385881068
1810,H,0.7481988230530869
1812,H,0.8295140881741604
1813,H,0.7575310097982813
1815,H,0.8173670689777836
1817,H,0.8292838457647511
1820,H,0.7591263692734641
1822,H,0.801063923032156
1827,H,0.800209965419379
1828,H,0.8247765907823729
1830,H,0.7591912227879287
1834,H,0.8148350345481259
1835,H,0.831553295747637
1837,H,0.8042022700128318
1843,H,0.7833598111953832
1845,H,0.762655212159228
1846,H,0.7205051249380977
1847,H,0.7716374495290578
1848,H,0.7658213010795104
1850,H,0.7967397824699141
1855,H,0.7947904929510671
1858,H,0.7545334593492693
1862,H,0.8432479907594923
1863,H,0.8206665932971149
1865,H,0.835729525560724
1866,H,0.7929027932322636
1867,H,0.8133640034440239
1869,H,0.7342652071812102
1870,H,0.8168829205004793
1873,H,0.7103293211806727
1875,H,0.780811812104833
1879,H,0.8304108736561969
1881,H,0.8401014693324332
1884,H,0.7386069035121393
1885,H,0.8292130982585216
1888,H,0.7428192138904706
1889,H,0.788067497109558
1893,H,0.8317516824032215
1894,H,0.8185339467160685
1896,H,0.8106358048449506
1898,H,0.7977972280516822
1899,H,0.7718676679925818
1900,H,0.7771140105783119
1901,H,0.7415984359935724
1905,H,0.8098009062757864
1907,H,0.8514532225276343
1908,H,0.8053894583093891
1909,H,0.8009818480525799
1910,H,0.821262763451419
1911,H,0.8182765743652478
1912,H,0.7848184140956229
1913,H,0.7987169668388864
1914,H,0.7463859185322442
1918,H,0.8145601246342585
1919,H,0.7670008549123208
1920,H,0.7865600245077559
1921,H,0.8236030089576636
1922,H,0.7657092232081406
1923,H,0.7248551313828487
1926,H,0.8239752047270406
1929,H,0.7396704806058012
1930,H,0.7658305748583698
1931,H,0.8169934431520792
1933,H,0.8061761198713716
1935,H,0.7416475053388075
1939,H,0.8256856015248394
1940,H,0.8372926733414219
1941,H,0.7498943088414228
1942,H,0.7989133513418206
1945,H,0.7897727538774345
1946,H,0.8105685252147461
1947,H,0.8016978020358058
1948,H,0.720259073742141
1949,H,0.7685358970305852
1951,H,0.834462001253369
1953,H,0.7975993295374318
1954,H,0.8022915522461724
1956,H,0.8346946197173869
1957,H,0.7901413693619164
1960,H,0.7770962686108595
1961,H,0.7981620118047835
1962,H,0.8099569601047298
1967,H,0.8119178711236498
1968,H,0.8008807414943087
1969,H,0.7695031463177783
1970,H,0.7038979908001834
1971,H,0.7176881349043904
1973,H,0.7778658573177051
1974,H,0.8014276507437568
1975,H,0.7189929970405862
1977,H,0.7570491494686419
1979,H,0.8342967931487322
1980,H,0.8025285785281865
1981,H,0.7996207093115614
1983,H,0.7774320846635914
1984,H,0.8195729070760867
1985,H,0.786188786122948
1986,H,0.7947725756696008
1987,H,0.7435783767219665
1988,H,0.7796418541427521
1989,H,0.8224338734216217
1990,H,0.8132338705726645
1991,H,0.7871551804095155
1996,H,0.7790506558408115
1998,H,0.784377471283626
1999,H,0.831203841180208
2000,H,0.796390301793475
2001,H,0.8245146463809719
2002,H,0.7837124916671289
2003,H,0.75210070760139
2004,H,0.8182883833232745
2006,H,0.7821285496614027
2007,H,0.8377376275784943
2009,H,0.8222170552003816
2010,H,0.7679585884732095
2012,H,0.836509179439259
2014,H,0.7629143483595017
2015,H,0.7622840316881511
2016,H,0.7843893098696653
2018,H,0.7640308323951269
2020,H,0.747856419991054
2024,H,0.8110810557242345
2025,H,0.7662193666824519
2027,H,0.7440163179432594
2028,H,0.7486067969145894
2032,H,0.8147774292982976
2033,H,0.7421528338106506
2034,H,0.7565827930137237
2039,H,0.7936505017741756
2043,H,0.8058374855219264
2045,H,0.8303013508132583
2046,H,0.8164608081957946
2047,H,0.8145986671464656
2049,H,0.7823758795337719
2051,H,0.8187032498786687
2052,H,0.7307691558752032
2053,H,0.8059504182043767
2055,H,0.7756225249996143
2056,H,0.7411381739746923
2059,H,0.776012333818769
2061,H,0.8165452425253757
2063,H,0.8214605985444352
2064,H,0.7819382668690635
2069,H,0.803285107773263
2070,H,0.8104847294167368
2071,H,0.786432921737081
2072,H,0.7901528553001443
